NAME,NODE_KIND,details,stingray_bc,stingray_tc,target_core,stim_name,core_a_stim_name,core_a_ns_stim_name,periph_instances,core_mem,data_mem,priority,debug_interface,target_dma,sysclk_src,divcore,divbus,divslow,periph_clk_src,periph_clk_div,periph_clk_cfg,owner,group,stingray_vectors,uvm_test_name,uvm_main_seq,pdm_tickets,postlayout_pdm_tickets,periph_domain
Boot flow/Primary boot and Secondary boot pattern,SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD,PLANNED_COVERAGE,Typical Dual boot patterns(Boot from pins),,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual-CM33_FlexSPI0_NOR-A35_USDHC0_SD,PLANNED_COVERAGE,Typical Dual boot patterns(Boot from fuse),,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_SND_4MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,Typical Dual Secondary boot patterns(Boot from fuse),,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_SND_4MB_Ctnr_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_SND_4MB_Hash_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_Set1_Newer_But_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_Set1_Newer-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_SND_2MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_SND_8MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD-FAB,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD-NXP_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD-NXP_PROV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD-OEM_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD-OEM_LOCKED,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_SD-OEM_OPEN,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_Mul_Plane_MX35-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_4K-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_4K_SND_4MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_SND_4MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_SND_4MB_Ctnr_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_SND_4MB_Hash_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_Set1_Newer_But_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_Set1_Newer-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_SND_2MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND_SND_8MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD-FAB,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD-NXP_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD-NXP_PROV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD-OEM_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD-OEM_LOCKED,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NAND-A35_USDHC0_SD-OEM_OPEN,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_OTFAD-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_OTFAD-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_4MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_4MB_Hash_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_4MB_Ctnr_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_4MB_Set1_Newer-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_4MB_Set1_Newer_But_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_2MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_SND_8MB_Data_Corrupt-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP-A35_USDHC0_SD-FAB,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP-A35_USDHC0_SD-NXP_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP-A35_USDHC0_SD-NXP_PROV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP-A35_USDHC0_SD-OEM_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP-A35_USDHC0_SD-OEM_OPEN,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_OTFAD-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR_XIP_OTFAD-A35_USDHC0_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Jiamin,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_DLL_EN,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_FB_8bit_DDR_ACK_DLL_EN_OV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_FB_8bit_DDR_ACK_RST_EN_PAD_OV-Usr_Part,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_FastBoot_8bit_DDR-Boot_Part,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC51_8bit_DDR-Boot,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC51_FB_8bit_DDR_ACK-Usr_Part,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_8bit_DDR_ACK,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_FB_4bit_DDR_NOACK,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_FB_4bit_SDR_ACK,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_4MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_4MB_Hash_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_4MB_Ctnr_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_Set1_Newer,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_Set1_Newer_But_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_2MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_8MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-FAB,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-NXP_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-NXP_PROV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-OEM_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-OEM_LOCKED,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-OEM_OPEN,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_8bit_DDR_ACK-BT_Part1-SND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_8bit_DDR_ACK-BT_Part2-SND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_FB_8bit_DDR_ACK-BT_Part1-SND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_FB_8bit_DDR_ACK-BT_Part2-SND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC_FB_8bit_SDR_NOACK-Usr_Part-SND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SDXC_4bit_SDR104,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SDXC_4bit_SDR104_RST_2.5ms,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD_SND_4MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD_SND_4MB_Hash_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD_SND_4MB_Ctnr_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD_Set1_Newer,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD_SND_2MB_Data_Corrup,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC1_SD_SND_8MB_Data_Corrup,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC2_eMMC_8bit_DDR_ACK,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_Mul_Plane_MX35,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND-FAB,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND-NXP_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND-NXP_PROV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND-OEM_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND-OEM_LOCKED,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND-OEM_OPEN,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_4MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_4MB_Hash_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_4MB_Cntr_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_Set1_Newer,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_Set1_Newer_But_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_2MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_2MB_Cntr_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_2MB_Hash_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_8MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_8MB_Cntr_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_SND_8MB_Hash_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_4K,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_FlexSPI2_NAND_4K_SND_4MB_Data_Corrupt,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Single_Internal-FlexSPI2_NAND_Mul_Plane_MX35,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Single_Internal-FlexSPI2_NAND,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Single_Internal-FlexSPI2_NAND-FAB,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Single_Internal-FlexSPI2_NAND-NXP_PROV,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
Single_Internal-FlexSPI2_NAND-NXP_FR,PLANNED_COVERAGE,,,rom_default,,,,,,,,1,,,,,,,,,,Ruxu,sys_boot_rtl,sys_boot,,,,,
